given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
imogen,braithwaite,15,rosman circuit,,nhill,7173,qld,19080131,9913172,3698
joel,ejlak,61,eppalock street,,taigum,2644,nsw,19351102,1021508,95880
silas,noble,235,ainsworth street,yongala,clayton,2281,wa,19211208,6885608,32326
joshua,clarke,25,kingsford smith drive,,taig um,6108,vic,19961109,1596405,56344
carlin,dabinet,8,holden place,swinger hill,southern river,2730,sa,19550806,9757461,99992
maddison,green,36,knoke avenue,kimberley,mount eliza,4067,wa,19860821,8493896,11191
troy,laing,55,tidbinbilla road,tourist park,huonville,2088,vic,19061028,5565222,18027
madeleine,bibb,22,henty street,walea,nambour,5400,tas,19970902,9875423,85473
holly,shepherd,44,castlereagh crescent,dalkeith cottage,eaton,6060,vic,19980816,1917978,50352
blake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,19811017,2067414,36486
victoria,pulford,7,summerville crescent,,black rock,2315,vic,19240707,6151307,75879
,rundle,2,eaglemont retreat,laalgaryhs,prospect,6168,qld,19070103,7881088,38468
william,pascoe,4,messenger street,browne's reef,coffs harbour,4670,nsw,19440720,6935665,91878
aidan,horsley,25,rosenthal street,wattlesbrae,irvingdale,3082,vic,19161004,9900834,24298
holly,nguyen,1,pope street,kilnacrott,westfield,5253,nsw,19211120,8240957,97717
quinn,godfrey,21,duffy ytreet,arders ier,highton,3165,vci,19450122,3298961,70994
joel,ryan,62,lance hill avenue,cameiroo,forets hill,370,nsw,19720615,9499826,15491
xavier,david,10,mcluckie qcrescent,glenbrae,murdoch,3143,sa,19320323,8644609,77116
emiily,,173,star close,silverweir,yarram,4505,vic,19950402,5928066,7911
emma,golder,381,fullerton crescent,careybpark,campsie,2107,qld,19260419,1677968,56243
brydee,westermann,13,burkitt street,mlc cent re,banks,3350,vic,19910126,1387695,48980
tohmas,white,706,monaro crescent,birrablila,point lonsdale,2098,vic,19310818,5855559,72268
emiily,morrison,15,jinka street,tillabudgery,st andrews,4812,vic,19431121,8314914,60564
,white,20,parker street,m o,calliope,4514,sa,19430329,3459225,81405
cooper,dandie,54,coates place,the manor garden,pakenham,6210,vic,19490201,7002450,59551
cathwrine,graue,88,maranboy street,walhalla,brookfield,2207,nsw,19070917,3555719,45560
kylee,papageorgiou,320,bunton place,wyoming park,northbridge,2700,vic,19360919,7078377,80152
timothy,bellchambers,,,medical cdntre,pymbld,2323,vic,19210723,6606450,25674
juliana,petersen,25,currong sotreet,admiralty quays,glenside,5280,nsw,19610510,1726629,35050
madeline,gudelj,21,mailey retreat,brentwood vlge,north gregory,3030,qld,19881103,2928659,33574
oliver,seo,15,outtrim avenue,hd allenby,emerald,2298,qld,19891203,4307988,86938
sachin,garcia,20,tanderra crescent,villa 2,geraldton,2705,sa,19320919,2886997,30463
kranz,alex,35,ogden close,aitnre,kirribilli,5209,vic,19951022,8620763,76110
,baillie,27,agnewstreet,cuthberts court,nichlls,3109,qld,19191108,2602138,82202
xavier,matson,10,marchant circuit,rankin park,kellyville,2085,vic,19620202,6169819,43305
blake,thiesseh,6,kilburn close,wandarri,sandfly,2576,nsw,19210321,9632907,51157
benjamih,white,1,kitchener street,greenhills,minchinbury,4109,wa,19269828,1069868,27392
olivia,green,47,mugga way,dunoon (cnr acmpt r road,avenel lheights,6148,vic,19051029,6438790,91426
danielle,rollins,325,kleinig street,killarney,the basin,4300,nsw,19550517,2790104,57128
bethanie,reid,48,rosedale,maxworthy street,koongal,4210,qld,19641127,1011753,11332
joshua,hoh,97,sommerald place,coralyn,eight mile plains,3178,vic,19260422,6588717,69127
eliza,sherriff,30,a'beckett street,,emerald,4280,nsw,19471027,9700056,16852
,gillard,62,matina street,,newocmb,4107,wa,19760203,3510130,2130
boake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,19811017,2067414,2545
camefon,clarke,39,fihelly street,,,2200,nsw,19821218,1553578,26775
annabelle,weetra,4,firbank close,fronda,riverhills,2025,sa,19490420,4285598,20610
lachlan,steinmetz,37,hodgson crescent,anzac house (cnr archer s street,smithfield plains,2500,tas,19560605,6790018,70628
nathan,kunvik,15,bunduluk crescent,aremar,ashfild,3149,nsw,19100926,5880341,52100
ella,burnell,30,adkinson close,leith,auburn,4558,qld,19360319,9860719,15163
matthew,brookhouse,,goodparla street,timdooli n,highett,2170,nsw,19101115,6804612,28675
courtney,schuster,12,conigrave place,cuthberts court,echunga,4380,nsw,19801118,3652641,27416
alka,wilknis,,jervois street,cerbru,coolaroo,6298,nsw,19471017,7918563,15892
lachlan-john,rivers,5,perier place,oakdale,ringwood,4313,nsw,19960904,8718844,3208
edward,millar,48,oster place,lockwood,somerton park,6509,vic,19390413,8066475,90178
reid,elana,96,vallanc e place,allandale aged care facility,somerton park,2821,nsw,19630226,3425250,27952
tara,pegg,32,edmondson street,crowden,kiara,2528,qld,19090425,5385357,41382
amy,chaneler,65,plant road,blck 1 089,findom,2086,,19510715,1609739,59124
amber,mckiernan,381,crommelin place,sec 487 moorooroo,port macquarie,2257,qld,19920907,7659996,50196
kelsey,ferris,11,champion p lace,rosebrook,boronia heights,2063,nsw,19130601,8154296,46511
pascoe,samant ha,4,messenge r street,brown'es reef,coffs haebour,4670,nsw,19448720,6935665,92517
lachlan-john,rivers,5,perier place,oakdlae,ringwood,4313,nsw,19960904,8718844,30129
noble,lillian,2,mcclelland avenue,vilal 2,cable ebach,4211,wa,19650716,9102917,93894
indiana,goonan,4,sparkes close,corinella glen,carndgie,3135,nsw,19610313,9556041,34869
spyke,karlsen,4,northam street,,southbank,2320,wa,19641029,5567470,33937
imogen,braithw aite,779,rosman circuit,summerdale mepdical centre,nhill,7173,qld,19080131,9913172,63123
judah,jeffries,,newman morrix circuit,tinaro ofalls,canterbury,2162,nsw,19350906,6982133,72948
adriana,agius,19,wakelinc ircuit,,werrington,4670,vic,19740613,1644235,7080
jacobie,tilleq,,studley steet,rose avle,riverwood,4869,qld,,4137877,77571
willism,rudd,10,blacklock close,,springvale south,4680,nsw,19260805,4968439,34466
brodee,brain,25,kitchener street,,ashgrove,6123,vic,19250623,3821503,15006
amber,kexel,49,daintree crxescent,,new farm,4016,vic,,9952722,65283
jake,wesbtrook,15,booroondara street,ascot park,salisbury east,2074,nsw,19001115,2330929,73297
braitwaite,imogen,15,rosman c ircuit,,tarigna,7173,qld,19080131,9913172,64587
connor,moerlakd,38,arthur circle,red cros s units,greenwpod,2680,wa,19351222,6169561,75837
abby,drechsler,16,nicholson crescent,villa32,mount evelyn,2200,nsw,19080409,8467968,36
jarvis,mattgews,95,derrington crescent,the medaows,centennial park,2073,nsw,19750315,3771528,73226
waller,hugh,50,jalanga c rescent,grangmeore,rye,4740,qld,19020220,7632247,78817
kai,white,8,cockcroft avenue,allunga,parramatta,4179,,19551009,5791016,57815
dillon,stubns,40,murphy ktreet,,salisburyeast,7305,sa,19851018,8097614,44871
alisha,myles,38,shumack street,greengrove,fadden,2835,qld,19540929,3291913,11631
roy,royle,7,endeavour street,lake kennedy street,cowell,2580,nsw,19250529,3753041,26748
jasmin,bocchino,3,brickhill place,lake chatsworth,roxburgh park,6101,nsw,19860603,3223580,9816
joanna,dooley,35,cleeve place,warra-gan,bethania,2220,qld,19930513,4843681,15016
alec,mason,18,barrier srreet,sec 443 bellamour,park holme,2029,wa,19061024,5623275,91167
neve,kiss,232,mcmaster treet,brinjarry,belmont north,3134,qld,19901230,7760403,64022
lauren,heenna,15,warland place,belbee,st clakr,3630,sa,19490630,2210907,15225
lachlan,tebbutt,457,jim pike avenue,bendarra,lemon tree passage,3233,nsw,19680108,5276246,33450
reekah,modystach,34,tauss place,pyramid c ara park,revesyb,2216,nsw,19341113,8796023,66372
sam,webb,5,deamer cerscent,belaradah,west lakes shore,2570,wa,19361215,4408444,37709
elixa,mason,57,kennedy street,brentwoodl vlge,bundabma,4076,tas,19071124,3004030,93041
lucas,rya,71,walker xrescent,brackenrgae,belrose,5024,vic,19840323,6371124,68205
alexandra,,8,anembo s treet,glenlee,frankston,4818,nsw,19930305,2128447,91239
brooklyn,rees,77,kingsmill street,willandra,cabramatta,2035,vic,19841205,9676405,7653
joshua,belperio,5,castlereagh crescent,manor court,maryborough,7310,nsw,19061028,6447360,97747
joshua,parr,63,,corcoran,bungwahl,6251,vic,19950525,7710315,5199
natalia,nguyen,,parer street,mayo specialist medical centre cnr comme,hawthorn,3021,wa,19670219,7662064,75076
christopher,vilums,14,rene street,,crows nest,4754,sa,19851127,5181141,7544
cassandra,leoanrdi,,clarkson street,yandar ms 582,ringwood,2281,nsw,19030404,2485158,54393
aidan,horsley,25,rosenthal street,wattle brae,irvingdale,3082,vic,19161004,9900834,52259
reuben,edgecombe,6,ashburton circuit,north avenue,palmerston,4213,vic,19920512,8642119,80674
raquel,leslie,37,medley street,tamar arcade,athelstone,4308,sa,19900328,5816513,57566
sarah,mchenr,528,,john flynn medical centre,batlow,4564,vic,19020515,2024964,16641
cassandra,udr,3025,gundara street,,st albans,3020,wa,19270701,7377790,55822
lucy,clarke,1,kriewaldt circuit,rosehill,torquay,3084,sa,,4309304,99854
brooke,wyllie,40,rumker place,huntington,woodcroft,4655,nsw,19700409,4282147,7529
papp-horvath,emma,115,appel rescent,glen-moria,allamie,2222,nsw,19620713,5409983,64074
holly,benger,84,trenwith close,country house 5 milton park,east maitland,5540,,19480115,5142221,93579
hannah,reeh,11,badenoch crescent,kayannie,springwood,3019,nsw,19070725,6073191,63560
finlay,rivers,5,crisp circuit,kersey's outh,newstead,2071,vic,19111130,1094276,12822
kristen,redmond,55,chowne street,,christies beach,3802,nsw,19710416,7382810,40481
noah,weller,67,swanton street,morago,valentine,7307,nsw,19440703,7771880,76460
lauren,heenan,15,warland place,belbee,st clair,3630,sa,19490630,2210907,67124
james,croker,109,aston crescent,loma langie,coober pedy,4305,nsw,19170923,9477785,36874
harry,stubbs,1,mountain creek road,nuffield village,eaton,7310,vic,19721113,8317467,41593
jarvis,matthews,95,derringtonc rescent,the meadows,centennial park,2073,nsw,19750315,3771528,18085
luke,goldsworthy,50,wheelercrdscent,glenburn,ingleburn,6042,nsw,19760711,7624230,62972
molly,mccarthy,63,kanbi lace,,osborne park,2166,nsw,19400529,6158276,32935
shanaye,robson,56,anzac park,,ettalong,3149,qld,19840131,7511641,86652
daniel,jardine,16,lanley square,,normanton,2580,act,19331130,1885743,80892
jake,rudkiewicz,15,booroondars street,ascot park,salisbury east,2074,nsw,19001115,2330929,4157
campbell,abbey,81,adair street,arcadai,wantirna,6051,sa,19211108,1327917,37812
heath,nicoloe,4,bennelong cfescent,,pagr,850,nsw,19510117,8094711,94402
lauren,noack,41,miago court,clisby farm,combara,6722,sa,19020919,2241605,20172
callum,jankus,132,wyncliffe,mcgivern crescent,sylvania,3187,nsw,19930925,7640889,52973
jack,mcgurk,33,marrawa h street,,frenchs forest,3462,nsw,19940814,7084883,49687
catherine,graue,88,maranboy street,walhalla,brookfield,2207,nsw,19070917,4424731,36214
aiden,velkovska,51,yarrawong a street,edinburgh caravan,oakleigh,2485,wa,19220610,9618318,26066
lily,nguyen,43,hirschfeldcrescent,afflexian,milperra,2084,wa,19270126,3183110,52284
jonah,thorpe,644,monkman street,wonga square,canley heights,5025,vic,19580420,6699959,1662
wilson,mao,16,duterrau crescent,warrambucca garden,glenden,3232,wa,19171125,5984860,76784
kylee,stepehndon,81,rose scott circuit,cordobak anor,ashfield,4226,vic,19461101,4783085,14349
matteus,hobson,32,oxley street,mountview,pitt town,2041,nsw,19151125,7931592,88094
alyssa,dixon,11,halford crescent,willandra,edgecliff,4101,nsw,19860103,3916772,26656
connor,millar,70,corin p lace,,kuraby,4216,qld,19330925,2464828,33592
john,banelis,5,sextonstreet,glenhrust,auburn,3140,vic,19981006,7246085,3407
stella,chandler,50,ebden s treet,rosettamvillage,coffs harbour,6304,vic,19741215,8164610,99670
,stanlye,9,eaglemontpretreat,kimb erley,brighton-he-sands,4107,tas,19710422,5818249,39443
samantha,moskwa,28,phillip avenue,riverpark,bacchus marsh,2282,sa,19560206,4255152,21299
walch,meligda,433,cresden1 2182,sage close,toowong,2549,vic,19220419,4495651,63080
alexandra,clarke,184,sadlier street,yakatoon,frankston,2756,qld,19190129,3045502,62571
jard,mccarthy,18,kanbi place,thehomestead,osborne park,2166,nsw,19400529,6158276,71428
leon,haar,24,inwood lace,brindabella speicalist centre,newcadtle,4091,vic,19930327,5674799,88988
luke,stephenson,11,lomman place,marwara,booragul,820,vic,19851007,2640373,75923
jacob,webbr,33,geeves court,,bayswatber,2536,nsw,19931007,2283689,13995
samuel,marousakis,109,carrodus street,tulla burra,young,3400,wa,19441201,5839575,21693
nicholas,hand,10,lansell circuit,kilberry,dareton,2088,vic,19141012,1335792,13114
april,shepherdson,2,oxley street,medical centre,warooka,4118,vic,19550216,5167601,66179
aiden,coleman,12,dumas street,brentwood vlge,carnegie,6210,vic,19510323,3457125,6537
brooke,ryan,46,hodgson crescent,karalta park,sale,3055,nsw,19830207,6860717,51848
harry,clarke,43,hyndescsecent,royal brisbane hospital,homebush,4805,nsw,19971021,6391399,47719
flynn,weller,23,woollum street,allunga,surrey hills,2870,qld,19700106,9438862,4399
walls,samuel,74,shoalhavn avenue,clear crreek,raceview,3223,nsw,19370409,4859969,63797
caleb,hage,34,mcdermotts treet,dallym,yamba,4350,act,19110405,5267604,85419
blake,ebert,36,archibald street,eden park,stretton,2431,tas,19440107,4379369,90621
hannah,white,3,furphy place,the sandys,granville,4211,vic,19180122,9593475,26363
tahla,vacchiani,,newland street,tahmoor,smithfield,2304,qld,19041007,5476244,83947
aaron,hemminfs,3,henry street,oakey isle sallis lke off,poor aka,3168,qld,19050907,6432157,64438
andrew,gielen,315,hayward place,santa lucille,caulfield north,6450,vic,19441228,8670610,64376
jonah,browne,6,bingley crescent,,pindimar,3182,nsw,19250413,8328406,60482
adriana,pinto,64,dryandra street,,brunswich west,5417,qld,19450702,1729257,83064
aida,webb,24,eddycreuscent,crosshills,white patch,2121,vic,19980911,5406026,99814
,blake,60,endeavour street,sheep station,redehad,7105,qld,19860920,1267880,46217
shepherdosn,harvey,34,lumholtz place,maranui,wilsn,6403,qld,19711002,3913959,14841
blake,thiessen,16,kilburn close,wanda rri,sanufly,4807,nsw,19210321,9632907,47461
bradley,clsrke,40,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302,8586164,2160
jessica,baillie,26,custance street,tarcolla retirement village,tweed heads,4184,nsw,19281031,4053650,38937
benjamin,novak,39,port jackson circuit,sherwood,dapto,6163,nt,19010630,6037054,66406
zane,miles,18,millen street,valencia park,aspendale gardens,3133,nsw,19270730,2284718,79299
lily,clarke,14,torrens street,wal 53581,orange,2756,nsw,19460126,7261178,25919
archie,clake,162,nangor street,oaru,westmead,2251,vic,19780909,5273648,11411
isabella,white,74,beasley street,short st (cnr first ave) & albion park r,para hills,3149,sa,19380127,1518649,32446
noblke,daniel,519,blakey close,farm cottage,bellevue hill,4035,vci,,8724523,90376
hamish,gilles,23,godfrey street,cassdaareen,cape paterson,2370,nsw,19180822,6415612,53366
travis,stubbs,42,scardon street,st john of god hospital,calen,2156,nsw,19010228,5893718,8484
michael,grafton,3,prescott street,brastaggi,newcomb,3039,nsw,19221021,2437126,59418
ebony,white,25,kay place,corinella,padstow,6007,wa,19450613,2538692,58591
grace,morrison,66,quinlivan crescent,greengrove,caulfield north,4102,vic,19460909,3999669,55430
casey,tunstpall,1,strahan row,villa 2,yagoina,3038,sa,19110402,4047509,19790
nathan,allegretto,17,wanaga place,cranbrook,penguin,2200,nsw,19560506,2120045,22511
,kidsley,18,disney court,ramano estate locn 1,labrador,2281,vic,19450301,2092869,84006
jake,culph,79,doherty place,rosedale,sunny corner,5039,vic,19681226,2532945,41388
brodie,oats,89,hugh mckay crescent,la villades pins,o'connor,3931,tas,19390421,9634430,47913
lachlan-john,rivdrs,5,perire place,oakiale,ringwood,4313,nsw,19960904,8718844,31791
alexandra,kiss,15,shellshear place,yambira,mclaren vale,2209,wa,19601231,4154698,54679
charles,mahon,67,gurubun close,iona downs,armidale,7210,nsw,19850928,5505345,82655
beelitz,siawn,3,ashkanasy crescent,miowera,sylvania,5042,nsw,19510904,3279804,19860
nathan,morrison,59,peppin place,,eaglehawk,6172,qld,,5567390,38298
bianca,shepherd,22,newdegate street,burbong cottage,fairy fill,2069,qld,19060315,3375779,11955
bradley,bishop,13,newman morris circuit,shiloah,wickepin,2711,wa,19420604,2961043,64549
jack,browne,23,hartley street,macdonald downs station old homestead,st albans,3055,qld,19530825,8223201,24003
xepheren,everett,90,packer sgreet,yonda pines,bulimba,4376,wa,19750202,6641961,88885
jed,mcfadden,4,frencham place,wychwood,bongaree,810,vic,19610503,1096232,82071
domenique,paterson,15,lubum a place,merewether pub lic school,greensborough,3138,qld,19161017,4975843,83636
jacob,bowerman,39,lowannas treet,glenvdagh,keysborough,3806,vic,19820914,7380723,60207
kimberly,baillie,27,agnew street,,nicholls,3109,qld,19191108,2602138,54172
trey,white,10,needham place,mcivor house,lilydale,4810,qld,19740724,7008048,61967
kaitlin,fitzpatrick,4,tenison-woosd circuit,navil us,corrimal east,2099,vic,19790109,4932458,73408
mia,stephenson,37,nivison lpace,treetops,knoxfield,3137,sa,19631225,2780936,11734
kia,white,8,allunga,cockcroft avenue,parramatta,4179,,19551009,5791061,17990
james,warneke,56,namadgi ccircuit,carrangprra,dalby,3000,nsw,19140410,5449129,14084
kyle,pringle,72,carrodus street,wattle brae,labrador,3280,wa,19930218,3589735,6322
maddison,walch,7,leahy close,loxley hse mdcl centre,wynyard,4559,sa,19911221,4972239,74134
jacoxb,kopievsky,24,downward place,banksia village,bunbry,4671,qld,19470530,3777070,92475
wil,clarke,51,severne crescent,hazelwood garden,coodanup,5070,sa,19400516,4621214,46526
arabella,weller,78,westbury circuit,,,4814,vic,19641224,6208929,41944
whit,nacoya,16,blake place,st johnof god hospital,yount,3228,nsw,19260826,3012061,84463
sarsha,thorpe,2,macleay street,bega flats,torquay,3197,nsw,19200510,9195865,7973
caresse,,13,nemarang crescent,sunnyspot farm,nunawading,7021,sa,19250803,3017029,9072
ella,coulston,12,weston sgreet,locheio,hinchinbrook,2212,wa,19080328,2624790,86953
michael,gabbeft,42,jandamar ra street,goolwa octtage,rochedal esouth,4113,nsw,19800705,6966974,95722
thomas,curthoys,25,lawrence crescent,,williamstown,3151,qld,19171213,1060104,92895
